SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC50752,0,0,7,9,0,25,0,8,0,53,8,9,13,21,11,24,4,8,0,106,18,37,41,13,23,17,10,19,4,183,18,24,28,22,18,9,15,16,3,149,22,32,33,25,44,23,20,24,5,225,13,25,19,23,43,13,12,21,4,175,3,0,7,3,3,0,5,3,0,27,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,72,124,163,107,146,111,70,105,14,916
SSC50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC50754,0,0,0,0,0,0,0,4,0,8,0,0,3,3,0,0,0,0,0,5,4,7,0,9,0,0,0,7,0,28,6,0,0,0,5,0,0,4,0,15,0,3,0,0,0,0,3,3,3,17,4,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,7,10,12,4,7,19,3,92
SSC50755,0,0,3,3,0,7,0,3,0,24,0,0,3,3,0,0,0,0,0,5,0,0,7,3,0,0,0,0,0,8,4,4,8,5,0,0,4,3,0,27,5,0,10,4,7,3,0,7,0,34,8,4,0,3,3,0,6,7,0,29,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,30,16,11,17,12,19,0,145
SSC50756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7
SSC50757,0,0,3,3,3,3,0,0,0,11,0,0,5,3,0,0,0,0,0,6,3,4,3,3,0,0,0,3,0,20,3,3,3,3,4,0,4,3,0,20,12,4,7,3,0,5,4,6,0,41,11,0,0,3,6,0,3,4,3,36,4,4,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,10,23,21,13,8,16,18,4,146
SSC50758,0,8,37,61,21,142,5,69,0,345,23,70,87,92,48,97,15,51,3,486,91,306,216,95,140,64,39,63,7,1020,217,437,198,98,198,84,45,54,16,1344,223,336,200,163,272,87,62,63,25,1431,178,295,202,119,360,114,68,87,14,1438,31,72,45,16,71,34,28,18,3,315,0,4,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,763,1528,992,640,1112,627,267,416,63,6394
SSC50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50760,5,5,25,54,13,118,11,60,3,291,11,36,79,73,36,78,10,55,11,376,45,119,115,39,83,45,30,49,7,535,99,177,161,86,135,53,35,51,9,800,142,209,175,135,204,71,54,66,25,1085,55,85,86,48,62,35,44,49,4,469,8,24,11,10,14,9,9,6,0,75,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,366,656,652,437,535,401,196,339,57,3635
SSC50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6
SSC50762,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,3,4,0,17,6,0,6,3,0,0,0,0,0,20,8,0,3,0,0,3,0,4,0,17,0,0,0,0,3,0,0,7,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,15,11,5,11,5,13,0,79
SSC50763,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,20
SSC50764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,16
SSC50765,3,0,3,0,3,5,0,6,0,24,4,0,6,3,5,0,3,3,0,30,21,12,17,7,8,6,8,20,0,103,12,12,11,8,9,7,7,11,0,93,35,12,17,14,19,12,18,27,0,159,41,17,8,10,12,4,11,19,0,127,17,0,0,3,0,0,3,3,3,41,11,0,0,0,0,0,0,0,3,15,3,0,0,0,0,0,0,0,0,3,158,64,73,45,60,31,57,89,12,594
SSC50766,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,4,4,5,0,5,0,0,34
SSC50767,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,21,9,0,8,4,0,3,3,3,0,31,15,0,3,3,3,3,3,3,0,31,31,3,4,3,3,0,3,3,0,53,9,0,4,0,0,0,3,0,0,18,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,80,10,26,15,12,8,13,12,0,171
SSC50768,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,0,3,3,0,0,0,26
SSC50769,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,4,0,0,0,0,0,0,0,0,8,8,0,0,3,0,0,3,0,0,13,9,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,7,0,7,3,0,6,3,0,49
SSC50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,0,10,3,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,7,0,4,0,0,3,0,34
SSC50771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,12
SSC50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,10
SSC50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,10,0,0,21,0,0,8,0,0,0,5,0,0,17,0,0,0,0,0,0,8,0,0,11,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,29,4,3,59
SSC50774,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,3,10,0,36
SSC50775,0,0,10,3,3,35,0,17,0,67,3,7,46,22,17,27,9,27,7,173,29,24,58,29,34,29,34,68,8,320,23,28,49,47,28,19,29,60,8,290,10,22,46,50,26,15,45,56,6,281,12,10,28,27,15,5,29,35,3,163,3,4,7,5,4,3,8,3,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,98,247,188,131,127,158,277,37,1327
SSC50776,0,0,0,0,0,10,0,3,0,15,0,0,18,3,8,10,8,3,0,49,7,7,17,12,17,3,14,15,0,96,12,15,20,8,14,5,10,7,0,84,9,14,10,13,11,11,18,9,0,88,4,4,3,13,3,3,14,13,0,51,3,0,3,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,48,75,46,51,43,62,50,3,403
SSC50777,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,0,0,0,5,0,0,3,0,9,0,4,7,3,4,3,0,0,0,19,6,0,5,5,0,0,3,8,0,28,10,0,0,5,0,0,6,3,0,30,0,0,3,0,0,0,0,4,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,6,14,13,14,4,11,21,0,107
SSC50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,6,0,0,3,0,3,0,0,23
SSC50779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,5,0,3,5,3,3,3,0,0,23,5,3,0,0,3,0,0,0,0,14,7,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,4,4,8,9,6,4,6,0,63
SSC50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,6,3,25
SSC50781,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,7,4,8,0,3,0,0,3,0,0,24,4,11,7,3,9,0,0,4,0,31,6,17,3,3,0,0,0,0,0,30,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,33,13,13,13,3,3,12,0,111
SSC50782,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,5,6,3,3,0,11,5,44
SSC50783,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,7,4,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,27
SSC50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,4,0,24
SSC50785,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,3,0,16,11,0,0,0,0,0,0,3,0,12,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,6,0,3,3,3,8,0,56
SSC50786,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,3,0,11,7,7,3,3,3,3,0,0,0,23,14,3,3,3,3,4,5,3,0,38,8,0,3,0,0,0,8,3,0,34,12,0,4,0,0,4,4,3,4,26,3,3,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,19,22,9,11,10,24,13,6,161
SSC50787,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,3,0,12,3,0,0,0,3,0,0,0,0,10,11,0,0,0,0,0,0,0,0,19,7,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,9,5,4,7,0,3,3,0,52
SSC50788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,7,3,0,9,0,0,3,0,0,0,4,0,0,8,0,0,4,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,8,0,0,0,10,4,0,41
SSC50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,27
SSC50791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,8,0,16
SSC50792,0,3,20,14,9,36,6,25,0,112,12,36,47,30,25,21,12,33,3,217,63,162,113,99,84,37,26,62,11,659,88,120,80,66,78,28,39,47,10,561,96,116,85,74,88,25,39,49,10,580,92,72,47,43,70,19,55,37,8,448,19,12,14,6,13,9,11,4,3,92,3,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,375,525,406,332,363,174,195,260,49,2682
SSC50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,16
SSC50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5
SSC50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC50798,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,7,3,4,0,23,0,4,6,5,6,3,5,5,0,29,0,0,7,0,6,0,0,3,0,15,0,0,4,0,0,0,7,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,21,13,14,10,17,20,3,100
SSC50799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,8
SSC50800,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,12,3,12,0,3,3,0,0,0,0,23,0,11,3,10,3,0,0,0,0,29,3,10,0,3,0,0,0,5,0,19,0,0,0,7,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,4,24,12,0,0,11,3,97
SSC50801,0,0,0,0,0,0,0,6,0,6,0,3,0,0,0,0,0,11,0,13,0,0,3,0,5,0,0,6,0,15,3,0,7,0,0,0,3,3,0,20,4,0,4,0,0,0,6,3,0,24,0,3,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,3,8,0,14,30,4,93
SSC50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,24
SSC50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10
SSC50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,3,4,0,0,19
SSC50806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7
SSC50807,0,0,0,3,0,8,0,8,0,19,0,3,3,3,0,0,3,0,0,13,5,6,10,5,6,3,5,5,0,43,8,5,18,11,4,0,8,7,0,60,7,17,28,6,0,7,8,9,3,88,0,6,10,6,8,4,4,5,0,45,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,70,29,22,23,34,38,14,272
SSC50808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,14
SSC50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,14,0,0,8,0,0,0,4,3,0,14,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,3,0,15,3,0,45
SSC50810,0,0,7,3,0,0,0,0,0,11,0,0,3,4,3,0,3,3,0,19,6,6,18,0,9,10,0,7,0,55,9,7,20,3,3,3,4,4,0,55,16,3,12,3,4,4,4,6,0,57,4,10,7,3,6,3,5,5,0,57,7,3,7,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,55,31,68,16,32,19,23,30,5,283
SSC50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,18
SSC50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
