SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC50607,0,3,0,0,0,4,3,3,12,144,163,10,314,21,18,34,349,227,10,588
SSC50608,0,0,0,0,0,0,0,0,0,55,44,10,107,12,0,10,120,42,0,164
SSC50609,0,0,0,0,0,0,0,0,0,23,11,0,42,7,5,8,45,24,0,74
SSC50610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50611,0,0,0,0,0,0,0,0,0,117,74,12,204,8,11,23,227,48,0,277
SSC50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50613,0,0,0,0,0,0,0,0,3,25,28,6,62,4,3,7,75,48,0,124
SSC50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50616,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,6,3,0,7
SSC50617,0,0,0,0,0,0,0,0,0,12,11,0,19,0,0,3,19,6,0,28
SSC50618,0,0,0,0,0,0,0,0,0,3,10,0,17,0,0,3,19,10,0,27
SSC50619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50620,0,0,0,0,0,3,3,0,5,103,77,10,189,7,15,24,209,123,0,335
SSC50621,0,0,0,0,0,0,0,0,0,50,26,0,82,5,0,8,92,26,0,119
SSC50622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50623,0,0,0,0,0,0,0,0,0,23,26,0,51,6,0,8,59,26,0,79
SSC50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50626,0,0,0,0,0,0,0,0,3,25,10,0,33,0,0,0,33,20,0,58
SSC50627,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,6,4,0,14
SSC50628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50631,0,0,0,0,0,3,0,0,8,237,140,16,394,23,22,41,433,164,3,602
SSC50632,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3
SSC50633,0,0,0,0,0,0,0,0,0,15,6,0,22,0,0,3,23,12,0,31
SSC50634,0,0,0,0,0,0,0,0,0,18,16,0,35,4,6,10,48,7,0,59
SSC50635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC50636,0,0,0,0,0,0,0,0,0,119,84,5,213,6,8,7,221,67,0,291
SSC50637,0,0,0,0,0,0,5,0,5,30,14,0,44,4,3,12,57,52,0,104
SSC50638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50639,0,0,0,0,0,0,4,0,3,63,61,4,126,3,8,11,137,85,0,230
SSC50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50641,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SSC50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50643,0,3,0,0,0,3,0,0,3,85,68,4,157,5,3,5,161,51,3,212
SSC50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50651,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,6
SSC50652,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,6,13,0,18
SSC50653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50655,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,10,5,0,15
SSC50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50659,0,4,0,0,0,4,6,4,16,120,110,4,231,16,13,27,263,128,9,395
SSC50660,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4
SSC50661,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50662,0,0,0,0,0,0,0,0,0,41,22,0,64,0,4,3,68,23,0,95
SSC50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50666,0,0,0,0,0,0,0,0,0,76,41,6,126,9,3,10,130,45,0,173
SSC50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50668,0,0,0,0,0,0,3,3,3,117,84,11,214,13,13,30,241,116,0,365
SSC50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50673,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50678,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,5,6,0,12
SSC50679,0,0,0,0,0,3,0,0,3,30,19,8,53,3,0,3,54,20,0,73
SSC50680,0,0,0,0,0,0,0,0,3,52,44,0,94,0,3,3,97,30,0,131
SSC50681,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5
SSC50682,0,0,0,0,0,0,0,0,0,8,13,0,24,0,0,3,30,13,0,46
SSC50683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC50688,0,0,0,0,0,0,0,3,3,11,4,0,12,0,0,3,12,0,3,19
SSC50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50691,0,0,0,0,0,0,0,3,3,28,23,0,50,4,3,4,59,21,3,78
SSC50692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50695,0,0,0,0,0,0,0,0,0,4,7,0,11,0,0,0,13,13,0,22
SSC50696,0,3,0,3,3,5,4,0,9,137,80,10,225,16,15,29,256,81,5,339
SSC50697,0,0,0,0,0,0,0,0,0,58,48,3,108,4,10,9,120,76,0,192
SSC50698,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,7,0,11
SSC50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50700,0,0,0,0,0,0,0,0,0,10,22,0,30,3,0,7,39,28,0,64
SSC50701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50702,0,3,0,0,0,5,0,0,4,74,60,4,139,6,4,12,151,74,5,228
SSC50703,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7
SSC50704,0,0,0,0,0,0,0,0,0,14,17,0,27,0,0,0,33,16,0,51
SSC50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50706,0,0,0,0,0,0,0,0,0,4,9,0,13,0,3,3,16,9,0,21
SSC50707,0,3,0,0,0,3,4,0,8,51,21,4,74,0,0,0,74,43,0,121
SSC50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50709,0,0,0,0,0,0,3,0,3,46,39,4,92,0,5,8,106,57,0,159
SSC50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50711,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,8,12,21,0,34
SSC50712,0,0,0,0,0,0,0,0,0,10,3,0,8,3,0,3,9,5,0,24
SSC50713,0,3,0,0,0,3,0,0,0,27,4,0,38,3,0,5,42,31,0,72
SSC50714,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,7,0,6
SSC50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50716,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,10
SSC50717,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,3
SSC50718,0,0,0,0,0,0,0,0,0,14,7,0,25,3,3,7,33,41,0,72
SSC50719,0,0,0,0,0,0,4,0,3,114,78,9,201,3,9,9,213,125,0,332
SSC50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50721,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50722,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6
SSC50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50724,0,0,0,0,0,0,0,0,3,7,6,0,17,7,0,5,22,35,0,58
SSC50725,0,0,0,0,0,0,0,0,0,16,10,0,20,4,3,4,24,12,0,37
SSC50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC50727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50728,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC50731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC50734,0,0,0,0,0,0,0,3,7,92,66,6,163,5,8,13,174,96,0,275
SSC50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50736,0,0,0,0,0,0,7,3,9,26,36,5,67,8,3,6,72,56,5,140
SSC50737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50739,0,0,0,0,0,0,0,0,0,11,8,0,20,0,0,0,18,0,0,22
SSC50740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50741,0,0,0,0,0,0,0,0,0,4,12,0,19,3,0,4,26,20,0,48
SSC50742,0,6,0,0,0,6,9,3,13,157,127,22,306,28,27,55,363,218,7,587
SSC50743,0,0,0,0,0,0,0,0,3,7,6,0,21,0,0,0,20,18,0,40
SSC50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50746,0,0,0,0,0,0,3,3,3,28,27,7,61,3,0,9,67,69,3,137
SSC50747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50748,0,0,0,0,0,0,0,0,0,67,54,8,128,11,4,18,151,128,3,281
SSC50749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50750,0,0,0,0,0,0,0,4,4,72,59,5,139,15,9,20,154,102,5,260
SSC50751,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,4
SSC50752,0,0,0,0,0,0,0,0,0,29,19,0,51,7,3,10,57,38,0,94
SSC50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50754,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,7,7,3,13
SSC50755,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,4,0,0,7
SSC50756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50758,0,3,0,0,0,3,4,0,7,165,119,15,297,11,5,20,319,111,3,432
SSC50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50760,0,0,0,0,0,0,0,0,0,121,90,5,216,9,7,11,230,71,0,303
SSC50761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50762,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,7
SSC50763,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50765,0,0,0,0,0,0,0,0,0,12,10,0,21,0,0,0,21,23,0,46
SSC50766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50767,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,12,5,0,13
SSC50768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50775,0,0,0,0,0,0,3,3,5,60,51,8,108,13,13,26,132,130,8,265
SSC50776,0,0,0,0,0,0,0,0,3,17,16,3,33,0,3,3,37,23,0,67
SSC50777,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,7,6,0,11
SSC50778,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC50779,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,9
SSC50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50781,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,10
SSC50782,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50783,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7
SSC50785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50786,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,11
SSC50787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50792,0,0,0,0,0,0,13,8,18,64,39,3,105,5,7,11,118,93,8,216
SSC50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50798,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,10,10,0,24
SSC50799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50800,0,0,0,0,0,0,0,0,0,3,3,0,6,3,3,12,13,32,0,46
SSC50801,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,8,5,3,17
SSC50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50807,0,0,0,0,0,0,0,0,0,7,5,0,12,0,3,3,11,12,0,22
SSC50808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50810,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,10,9,0,16
SSC50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50814,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SSC50815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50819,0,0,0,0,0,0,0,0,3,55,56,4,116,7,15,15,132,60,0,189
SSC50820,0,0,0,0,0,0,0,0,3,28,13,0,42,0,0,0,43,12,3,53
SSC50821,0,0,0,0,0,0,0,0,0,7,3,0,17,0,0,0,13,5,0,22
SSC50822,0,0,0,0,0,0,0,3,0,122,88,7,218,14,4,20,237,94,6,335
SSC50823,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,5,3,0,5
SSC50824,0,3,0,0,0,3,0,3,3,65,53,9,126,12,8,17,139,148,3,296
SSC50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50826,0,0,0,0,0,0,0,0,0,39,28,9,66,12,4,15,78,32,0,107
SSC50827,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,16,0,19
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50829,0,0,0,0,0,0,0,0,0,40,42,0,82,20,13,27,114,91,4,202
SSC50830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50831,0,0,0,0,0,0,0,0,0,37,13,0,50,0,3,3,55,30,0,80
SSC50832,0,0,0,0,0,0,0,0,0,0,3,0,9,3,0,3,12,4,0,11
SSC50833,0,0,0,0,0,0,0,0,4,128,88,8,223,6,8,13,237,84,0,320
SSC50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,0,0,0,0,0,0,0,0,0,10,3,0,12,0,0,0,12,0,0,12
SSC50836,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,3
SSC50837,0,0,0,0,0,0,0,0,0,8,3,0,9,3,0,3,10,11,0,25
SSC50838,0,0,0,0,0,0,3,0,0,14,16,0,31,5,0,8,36,12,0,47
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,0,3,0,0,0,3,0,0,7,96,74,3,180,7,4,9,192,87,3,279
SSC50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50844,0,0,0,0,0,0,0,0,0,14,10,0,25,0,3,3,29,25,0,49
SSC50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50848,0,0,0,0,0,0,3,8,8,63,44,10,111,13,9,19,134,107,7,246
SSC50849,0,0,0,0,0,0,0,0,3,23,23,0,45,5,3,6,51,38,0,86
SSC50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50853,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,3
SSC50854,0,0,0,0,0,0,0,0,0,11,9,3,23,0,0,0,24,12,0,32
SSC50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50856,0,0,0,0,0,0,3,0,4,12,18,0,34,3,3,3,36,25,0,63
SSC50857,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,4,0,0,3
SSC50858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50859,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50862,0,0,0,0,0,0,4,0,3,55,38,3,98,8,10,17,114,48,3,164
SSC50863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50864,0,3,0,0,0,3,0,4,8,142,95,14,250,22,23,48,298,245,14,560
SSC50865,0,3,0,0,0,3,0,0,4,69,58,3,138,9,8,16,148,48,3,200
SSC50866,0,0,0,0,0,0,3,0,3,22,25,3,53,0,0,0,56,37,0,91
SSC50867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50870,0,0,0,0,0,0,0,0,0,11,4,0,12,0,0,0,12,6,0,25
SSC50871,0,0,0,0,0,0,0,0,0,15,17,0,32,3,3,7,30,12,0,45
SSC50872,0,0,0,0,0,0,0,0,0,55,47,3,107,6,3,5,113,53,0,171
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC50875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC50881,0,0,0,0,0,0,8,5,13,77,98,11,190,19,20,43,226,235,10,472
SSC50882,0,0,0,0,0,0,0,4,4,53,48,7,108,9,6,14,118,81,3,206
SSC50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50884,0,0,0,0,0,0,0,0,4,47,40,0,93,9,7,12,105,62,11,172
SSC50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC50886,0,0,0,0,0,0,0,3,5,137,123,15,274,15,18,40,316,183,3,500
SSC50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50888,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,7,3,0,10
SSC50889,0,0,0,0,0,0,0,3,3,0,9,0,9,5,0,5,9,14,3,29
SSC50890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50891,0,0,0,0,0,0,0,0,0,4,5,0,9,0,0,0,9,6,0,17
SSC50892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50893,0,0,0,0,0,0,3,0,4,101,122,15,237,6,4,8,248,87,0,338
SSC50894,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,7,9,0,17
SSC50895,0,0,0,0,0,0,0,0,0,26,17,0,44,0,0,0,46,14,0,62
SSC50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,0,0,0,0,0,0,0,0,0,15,12,0,24,0,0,0,24,14,0,37
SSC50902,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC50903,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,5,4,0,12
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
