SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC50823,38,38,80,14,18,30,3,0,3,0,0,0,0,0,5,0,0,0,39,62,101,0,0,0,0,0,0,0,0,0,0,0,0,41,61,103,3,9,8,0,0,0,60,89,152,6,6,11,111,135,240
SSC50824,1460,1424,2882,126,95,220,25,25,52,15,20,32,12,4,18,5,5,7,485,464,944,3,0,3,0,0,0,0,3,3,7,3,8,552,525,1072,402,359,759,18,11,33,1096,990,2090,148,130,281,2707,2544,5251
SSC50825,24,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,0,0,0,0,3,5,10,0,0,3,27,23,48
SSC50826,808,802,1608,102,95,202,8,8,13,18,7,26,6,11,17,3,3,9,387,376,763,4,0,4,4,6,6,0,0,0,0,0,0,431,416,844,145,161,304,6,4,15,684,680,1363,101,79,184,1598,1556,3157
SSC50827,167,80,252,25,32,55,11,7,18,11,4,13,15,9,24,5,0,4,157,60,215,9,0,4,0,0,0,0,0,0,0,0,0,201,82,280,32,12,45,4,5,13,262,133,395,147,48,188,576,261,834
SSC50828,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,3,8,11,0,0,0,3,8,11
SSC50829,769,842,1611,77,65,143,13,11,29,6,4,17,11,15,23,6,7,13,329,328,656,4,0,8,3,0,6,0,0,0,0,0,3,378,374,749,76,104,186,13,14,26,544,557,1101,126,115,243,1445,1510,2957
SSC50830,63,59,120,6,14,18,0,0,0,0,0,0,0,0,0,0,0,0,24,19,40,0,0,0,0,0,0,0,0,0,0,0,0,28,21,42,0,0,0,3,0,3,32,36,65,27,20,40,124,108,230
SSC50831,524,576,1098,56,49,108,18,24,36,20,25,50,18,16,27,7,7,13,488,488,975,3,3,4,3,0,5,0,0,0,0,0,0,556,561,1118,176,193,374,13,9,22,802,815,1617,132,161,288,1454,1548,3005
SSC50832,102,73,179,13,15,29,0,0,0,0,0,0,0,0,0,0,0,0,40,29,70,0,0,0,0,0,0,0,0,0,0,0,0,40,29,69,0,3,5,3,4,6,59,55,109,21,20,42,186,153,335
SSC50833,3469,3545,7023,170,147,320,17,17,39,25,35,66,19,20,45,11,16,23,880,855,1734,3,3,6,13,11,22,0,3,3,0,0,3,974,961,1932,311,336,645,23,24,47,1480,1465,2945,152,138,292,5105,5147,10254
SSC50834,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC50835,56,43,96,17,17,34,14,7,20,5,3,10,11,6,10,6,0,6,115,65,179,0,0,0,3,3,3,0,0,0,0,0,0,149,79,225,6,13,18,3,0,3,175,104,280,114,39,147,338,181,527
SSC50836,52,52,101,5,7,8,3,0,3,0,0,0,0,0,0,0,0,0,25,18,38,0,0,0,0,0,3,0,0,0,0,0,0,29,17,41,4,7,9,0,0,0,37,27,65,8,9,15,93,82,179
SSC50837,161,80,240,47,57,101,10,4,17,7,3,7,11,3,13,7,0,7,105,60,161,0,0,0,3,0,4,0,0,0,0,0,0,142,69,207,13,15,27,3,0,3,200,141,337,100,57,160,458,276,736
SSC50838,913,856,1761,117,110,227,12,5,17,6,11,15,13,11,22,7,3,6,262,264,525,0,0,0,14,10,18,0,0,0,0,0,0,308,301,608,26,31,54,5,7,10,455,451,908,81,58,146,1449,1357,2810
SSC50839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,2505,2549,5056,208,213,418,25,22,50,18,22,42,15,18,37,5,5,14,865,923,1780,0,0,0,4,9,12,3,3,8,3,0,3,935,1005,1941,103,119,229,13,20,37,1265,1353,2620,193,165,361,3958,4074,8033
SSC50841,15,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,29
SSC50842,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,14
SSC50843,22,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,9,7,11,5,7,13,34,32,62
SSC50844,443,414,859,44,44,93,0,0,3,8,0,5,3,3,4,3,4,6,191,182,378,0,0,0,0,0,0,0,4,8,0,0,0,210,195,408,7,12,18,3,0,3,259,262,524,28,27,50,734,701,1437
SSC50845,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,3,4,3,0,0,0,6,9,13
SSC50846,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5
SSC50847,4,3,6,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,5,6,16
SSC50848,905,916,1820,49,46,94,9,8,11,3,3,10,3,12,11,0,0,0,371,342,715,3,6,3,0,4,4,0,0,0,0,0,0,392,365,758,87,108,195,11,11,19,537,525,1066,165,146,315,1605,1596,3202
SSC50849,285,297,576,47,65,116,12,6,11,3,6,7,0,0,3,0,0,0,137,166,306,0,0,0,0,0,0,0,0,0,0,0,0,149,180,328,23,20,38,3,6,7,222,271,489,67,73,144,576,636,1210
SSC50850,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,3,0,3,8,8,16
SSC50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,8,10,21,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,5,5,6,18,17,35
SSC50853,46,38,86,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,0,0,0,0,0,0,6,8,17,0,3,3,0,0,0,6,9,19,5,6,4,59,60,110
SSC50854,512,514,1022,22,24,39,3,3,5,3,7,11,8,7,17,3,3,5,331,339,669,0,0,0,0,3,7,0,0,3,0,0,0,351,364,717,24,27,46,4,3,10,395,416,809,88,82,176,998,1008,2009
SSC50855,11,4,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,6,4,11,3,6,9,16,17,26
SSC50856,502,487,995,47,47,95,3,0,7,7,6,7,9,4,16,3,3,4,233,247,474,4,5,5,0,0,3,0,0,0,0,0,0,252,260,514,7,11,20,7,3,8,311,323,633,60,55,112,874,863,1736
SSC50857,51,49,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,22,0,0,0,0,0,0,0,0,0,0,0,0,15,14,26,0,3,6,0,0,0,17,15,31,15,5,15,78,66,150
SSC50858,24,33,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,30,0,0,0,0,0,0,0,0,0,0,0,0,17,19,30,0,0,0,0,3,3,13,22,35,5,10,15,46,60,105
SSC50859,22,23,50,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,3,0,0,0,14,7,20,3,3,4,38,35,71
SSC50860,10,4,8,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,10,7,16
SSC50861,14,4,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,10,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,4,3,4,0,0,0,10,4,18,16,3,20,42,18,59
SSC50862,798,815,1616,61,71,128,4,8,12,11,7,21,9,3,14,4,3,7,356,348,701,0,0,0,3,0,4,0,0,3,0,0,0,387,377,764,217,179,399,23,11,28,682,638,1319,142,125,267,1624,1580,3197
SSC50863,10,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,6,9,4,0,6,19,11,33
SSC50864,2666,2613,5283,223,201,428,36,25,58,37,43,78,31,23,49,22,13,35,1294,1154,2448,10,7,19,12,16,30,0,3,3,4,0,4,1441,1287,2728,619,606,1228,33,28,59,2314,2127,4437,385,349,736,5369,5085,10457
SSC50865,1500,1645,3145,160,160,322,17,14,30,12,8,19,14,17,32,9,8,15,639,730,1368,9,5,13,0,0,0,4,5,8,0,0,0,699,790,1487,196,204,394,17,7,22,1074,1156,2231,135,136,270,2710,2936,5644
SSC50866,468,449,920,128,168,300,15,16,29,17,13,31,8,11,22,4,4,12,407,427,827,3,4,13,0,3,4,0,0,0,0,0,0,459,477,933,94,96,188,15,19,27,691,765,1454,87,69,155,1245,1284,2527
SSC50867,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,5,9,11,7,19
SSC50868,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
SSC50869,11,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,3,3,5,0,0,3,18,12,28
SSC50870,261,264,524,16,19,33,0,10,7,0,3,3,0,0,3,0,0,0,67,65,132,0,0,0,0,0,0,0,0,0,0,0,0,69,75,143,10,9,21,5,0,10,101,101,208,68,63,138,433,431,864
SSC50871,195,191,385,36,39,74,0,5,5,0,0,0,0,0,0,0,0,3,94,104,196,0,0,0,3,3,3,0,0,0,0,0,0,105,111,212,17,17,32,3,3,6,158,173,327,42,26,71,391,384,778
SSC50872,1385,1350,2733,79,85,161,7,5,16,16,10,23,13,7,22,0,0,3,456,498,958,6,0,8,0,0,0,0,0,0,0,0,0,494,535,1028,40,68,107,21,6,29,631,691,1325,91,86,184,2111,2129,4236
SSC50873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,0,4,0,0,0,3,0,7
SSC50874,16,11,31,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,5,8,0,6,27,20,43
SSC50875,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,10,3,6
SSC50876,16,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,6,8,3,14,20,13,33
SSC50877,11,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,8,12,26
SSC50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,7,11,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,12,24
SSC50880,10,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,3,0,0,0,11,0,12,5,4,12,32,24,55
SSC50881,1297,1434,2729,200,236,428,38,38,74,40,37,79,62,55,118,19,20,36,1176,1269,2441,8,12,22,7,7,15,0,0,0,5,0,3,1354,1435,2786,292,325,612,26,19,45,1872,2009,3875,444,441,883,3604,3888,7488
SSC50882,1194,1132,2324,286,340,626,0,3,7,7,3,8,5,8,10,10,3,13,266,330,588,0,4,7,4,3,9,0,0,0,0,0,0,292,353,645,40,30,76,8,4,12,622,733,1359,167,223,384,1978,2086,4065
SSC50883,9,10,21,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,18,15,28
SSC50884,953,1088,2043,83,84,176,11,9,23,20,20,33,8,10,16,13,16,24,544,508,1049,0,3,7,3,0,3,0,0,0,0,0,0,596,560,1159,130,127,252,16,12,26,829,782,1616,100,104,199,1882,1977,3860
SSC50885,37,35,72,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,27,16,42,0,0,0,0,0,3,0,0,0,0,0,0,28,21,51,0,0,0,0,0,0,32,20,57,6,7,13,78,63,143
SSC50886,3193,3284,6479,116,124,241,24,26,50,19,25,47,10,18,29,8,10,18,905,957,1861,0,0,3,10,11,15,3,0,5,0,0,0,987,1037,2028,225,226,451,39,39,79,1367,1433,2802,312,332,645,4871,5054,9921
SSC50887,18,17,33,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,0,0,0,0,0,0,10,14,21,0,3,7,25,29,53
SSC50888,84,73,158,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,67,67,135,0,0,0,0,0,0,0,0,0,0,0,0,67,70,134,8,4,16,0,0,0,81,77,156,6,8,15,170,151,323
SSC50889,160,131,293,21,8,29,3,0,3,6,4,9,15,3,18,0,0,0,81,34,108,3,0,3,0,0,0,0,0,0,0,0,0,108,43,150,11,5,14,23,23,52,161,85,242,45,20,60,357,234,597
SSC50890,19,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,5,0,0,0,20,15,37
SSC50891,157,149,305,7,15,16,0,0,0,0,0,0,0,0,0,0,0,0,62,51,118,0,0,0,0,0,0,0,0,0,0,0,0,62,51,118,0,3,3,0,0,0,65,70,134,15,9,21,238,223,463
SSC50892,150,15,164,0,0,3,29,0,29,20,3,24,46,3,47,13,0,13,232,37,266,9,0,8,4,0,8,0,0,0,0,0,0,353,42,399,103,15,122,0,0,0,462,56,516,260,18,283,875,95,970
SSC50893,1462,1479,2945,616,609,1227,30,40,71,40,46,88,27,20,53,19,11,30,713,783,1495,13,8,23,3,3,3,0,0,0,0,0,0,846,914,1763,217,264,485,20,19,41,1700,1809,3516,316,264,582,3485,3559,7039
SSC50894,283,239,525,13,13,29,0,0,0,0,0,0,3,0,6,0,0,0,89,84,170,0,0,0,0,0,0,0,0,0,0,0,0,93,85,180,3,4,6,0,3,3,107,107,211,34,32,68,427,371,805
SSC50895,647,692,1341,59,53,109,9,13,21,9,13,23,0,6,5,0,0,4,207,220,424,0,0,0,3,4,8,3,0,3,0,0,0,237,257,497,33,44,80,5,3,9,335,352,689,70,55,119,1053,1101,2152
SSC50896,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,11
SSC50897,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10
SSC50898,12,13,25,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,5,7,9,0,0,0,21,17,37
SSC50899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4
SSC50900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC50901,425,392,819,22,25,43,0,0,0,3,3,4,7,4,9,0,0,3,180,177,355,0,0,0,0,0,0,0,0,0,0,0,0,185,186,375,28,39,66,0,0,7,235,247,490,61,92,150,718,736,1457
SSC50902,28,16,41,5,7,12,0,0,0,0,0,0,4,0,4,0,0,0,11,5,15,0,0,0,0,0,0,0,0,0,0,0,0,13,4,21,3,3,6,0,0,0,22,15,38,13,3,17,65,26,93
SSC50903,47,43,87,10,12,21,0,0,0,3,0,4,0,0,0,0,3,3,13,21,38,0,0,0,0,0,0,0,0,0,0,0,0,18,23,44,0,3,3,0,0,0,33,39,66,40,33,69,109,113,230
SSC50904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,11,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,4,9,7,17
SSC50906,62,54,119,11,11,15,0,0,0,0,0,0,0,3,3,0,0,0,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,0,3,5,0,0,0,17,21,36,0,0,0,76,70,155
SSC50907,2254,2136,4394,335,296,634,83,78,155,94,102,198,60,56,118,35,24,58,1640,1597,3238,19,17,30,18,19,39,7,9,15,0,0,0,1954,1900,3860,898,969,1867,61,33,95,3251,3199,6449,558,451,1009,6063,5791,11852
SSC50908,19,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,16,0,0,0,0,0,0,0,0,0,0,0,0,12,4,14,0,0,0,0,0,0,12,4,14,4,0,5,36,24,56
SSC50909,15,8,16,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,5,3,9,7,15,10,7,17,28,24,53
SSC50910,777,787,1566,200,208,405,10,6,22,11,5,13,8,12,15,0,6,5,436,466,903,0,0,3,0,3,3,0,0,0,0,0,0,462,494,959,26,37,62,9,3,17,698,743,1444,83,77,160,1557,1601,3160
SSC50911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10
SSC50912,1348,1509,2854,329,342,671,44,40,81,29,32,64,49,59,108,23,21,42,1170,1305,2479,14,18,29,18,29,42,3,0,4,0,0,0,1341,1518,2858,315,359,677,21,21,41,2006,2236,4245,239,265,502,3592,4006,7604
SSC50913,87,66,149,10,3,14,0,0,0,0,0,0,0,0,0,0,3,3,17,21,38,0,0,0,0,0,0,0,0,0,0,0,0,17,22,42,0,0,0,0,0,0,27,28,56,13,7,19,125,95,220
SSC50914,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,3,3,3,0,0,0,6,3,14,0,0,0,14,7,21
SSC50915,535,502,1034,38,67,104,8,11,18,12,4,19,11,13,26,5,3,11,301,332,632,3,0,3,0,4,3,3,0,3,0,0,0,343,366,706,31,42,71,11,14,28,425,486,913,132,129,258,1089,1115,2203
SSC50916,134,118,255,28,35,58,3,0,5,5,3,8,3,0,4,4,3,7,94,45,135,0,0,0,3,5,10,4,0,4,0,0,0,115,62,173,10,12,21,3,7,7,152,115,265,75,68,145,369,294,663
SSC50917,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,6,8
SSC50918,65,51,117,7,11,14,0,0,0,0,0,0,0,0,0,0,0,3,18,17,29,0,0,0,0,0,0,0,0,0,0,0,0,18,16,36,0,0,0,0,0,0,24,25,51,7,7,18,97,82,180
SSC50919,17,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,12,34
SSC50920,59,46,98,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,21,29,0,0,0,0,0,0,0,0,0,0,0,0,9,18,31,0,5,5,3,0,5,17,30,42,3,5,12,79,79,153
SSC50921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,1448,1584,3028,193,198,386,23,29,52,18,27,40,20,25,51,0,3,3,632,717,1347,0,0,0,9,4,18,3,4,8,0,0,0,701,808,1515,99,105,202,3,0,12,995,1116,2109,96,104,202,2546,2802,5345
SSC50923,676,796,1475,33,47,84,4,11,20,5,12,18,3,0,0,0,0,0,244,311,556,0,0,0,0,0,0,0,0,0,0,0,0,265,325,591,36,31,67,9,8,10,344,413,757,85,189,275,1110,1394,2506
SSC50924,21,24,45,3,3,5,0,3,4,0,0,0,0,0,0,0,0,0,10,12,14,0,0,0,0,0,4,0,0,0,0,0,0,7,12,22,0,0,3,0,0,0,16,18,29,15,5,23,51,49,101
SSC50925,7,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,19
SSC50926,26,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,7,5,17,0,0,0,0,0,0,7,5,17,6,6,10,38,36,79
SSC50927,15,11,26,6,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,4,16,3,3,8,29,27,50
SSC50928,702,653,1361,165,164,332,10,6,14,5,7,19,15,7,26,3,3,4,224,227,457,6,3,10,0,4,7,0,0,0,0,0,0,263,259,528,134,56,189,10,14,23,575,486,1065,130,107,231,1411,1246,2659
SSC50929,1230,1379,2603,146,202,350,15,19,35,21,23,41,24,21,45,4,0,8,616,687,1304,7,0,6,0,0,0,0,0,0,0,0,0,678,754,1437,111,125,236,22,19,43,951,1109,2060,189,215,403,2370,2704,5075
SSC50930,16,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,8,3,8,0,0,0,23,17,35
SSC50931,66,53,122,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,24,21,49,0,0,0,0,0,0,0,0,0,0,0,0,29,28,58,5,0,5,0,0,0,37,26,63,9,12,22,113,96,206
SSC50932,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,4,0,4,5,4,14,0,0,0,15,7,21
SSC50933,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,4,0,8,0,0,0,9,8,15
SSC50934,706,664,1369,33,25,59,6,4,6,7,8,19,7,9,18,0,3,3,393,381,774,0,0,0,3,0,3,0,0,0,0,0,0,418,400,825,66,87,150,24,16,38,534,528,1065,132,103,237,1379,1302,2675
SSC50935,81,73,152,8,11,24,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,0,0,0,8,5,16,3,0,3,0,0,0,23,21,46,13,7,17,118,95,215
SSC50936,157,186,346,51,57,108,8,0,9,3,3,9,6,3,11,3,0,3,72,71,149,0,0,0,0,0,0,0,0,0,0,0,0,92,80,176,6,10,13,0,0,5,154,149,300,26,29,55,337,363,703
SSC50937,906,908,1816,160,157,314,29,30,59,20,24,46,23,33,62,10,5,13,804,848,1651,4,7,14,13,10,21,3,3,8,0,0,0,909,957,1865,315,362,676,29,27,52,1410,1502,2912,392,463,849,2711,2870,5580
