SSC_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51326,5,29,0,9,0,0,0,0,0,48,0,10,0,0,0,0,0,0,0,20,34,291,16,45,55,22,0,3,0,466,0,3,0,0,3,0,0,0,0,9,13,28,3,31,39,15,0,3,0,135,29,40,14,67,49,18,0,0,0,227,24,38,68,174,113,56,7,17,3,497,9,5,7,5,13,9,0,3,3,48,4,4,4,29,26,15,0,6,0,84,0,5,0,4,3,0,0,0,0,19,7,6,3,10,16,7,0,0,4,51,140,501,119,381,329,138,13,37,18,1670,0,9,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,0,15,41,46,3,4,4,4,0,0,0,103,3,4,0,0,0,0,0,0,0,3,7,47,0,9,6,0,0,0,0,69,5,11,3,3,3,0,0,0,0,27,107,427,41,77,71,30,9,19,4,781,0,3,0,0,3,0,0,0,0,12
SSC51327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
SSC51328,0,4,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,12,42,0,3,4,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,4,7,0,5,9,0,0,3,0,25,3,8,0,11,9,0,0,0,0,28,3,0,14,24,15,3,3,11,3,73,3,0,0,0,9,5,0,0,0,13,3,3,0,3,14,3,0,3,0,26,0,0,3,0,0,0,0,0,0,8,0,0,0,4,3,5,0,3,0,16,34,66,19,54,56,18,6,21,3,271,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,10,17,57,3,7,8,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0
SSC51329,0,7,0,0,5,0,0,0,0,17,0,7,0,0,0,0,0,0,0,7,11,127,5,35,24,15,3,13,0,235,0,0,0,0,3,0,0,0,0,3,3,9,0,22,14,3,0,6,0,65,16,26,9,82,38,14,4,12,3,210,33,21,51,176,94,53,3,20,3,455,4,0,3,15,17,9,0,0,0,55,0,3,7,14,18,6,0,5,0,50,0,3,3,3,4,5,0,4,0,21,0,0,3,21,11,8,0,3,3,43,70,217,79,375,233,115,17,70,15,1192,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,7,28,4,14,8,3,4,10,0,76,0,0,0,0,0,0,0,0,0,0,0,9,4,3,5,0,0,0,0,21,0,12,0,0,0,0,0,0,0,12,31,207,33,55,40,20,27,32,4,447,0,0,0,0,3,3,0,0,0,6
SSC51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC51331,0,5,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,6,18,0,3,4,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,14,0,3,0,0,4,0,0,0,0,3,5,0,7,6,4,0,0,0,0,20,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,33,7,18,22,4,0,3,0,97,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,4,36,0,0,4,0,0,4,0,60,0,0,0,0,0,0,0,0,0,0
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,0,31,0,3,3,3,0,0,0,47,0,4,0,0,3,0,0,0,0,7,28,199,12,20,48,8,0,8,4,338,0,0,0,0,0,0,0,0,0,0,9,27,0,3,13,3,0,0,0,56,3,11,8,9,16,3,0,0,0,45,10,0,10,29,14,3,0,7,0,75,0,0,0,0,0,0,0,0,0,11,3,0,0,8,9,0,0,5,0,22,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,69,351,30,82,118,31,6,27,10,718,0,0,0,0,0,0,0,0,0,6,8,60,0,0,3,0,0,0,0,74,46,91,4,6,19,3,3,5,0,181,0,9,0,0,0,0,0,0,0,6,8,43,3,3,0,3,0,0,0,61,0,7,0,0,3,0,0,0,0,12,85,350,25,34,74,23,12,16,10,639,0,0,0,0,0,0,0,0,0,0
SSC51335,7,40,0,0,7,4,0,0,0,64,0,12,0,0,0,0,0,0,0,15,54,255,9,30,54,22,0,5,3,436,0,0,0,0,0,0,0,0,0,0,9,14,0,7,5,0,0,3,0,35,3,6,3,11,6,3,0,0,0,36,4,0,4,17,13,3,0,3,0,47,0,0,0,0,4,0,0,0,0,6,4,3,3,3,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,3,10,101,482,21,69,122,32,0,13,16,857,0,7,0,0,4,0,0,0,0,10,12,132,0,0,0,0,0,0,0,151,54,157,8,5,22,3,0,3,6,250,0,9,3,0,0,0,0,0,0,14,27,64,4,0,12,4,0,0,0,106,0,17,0,0,0,0,0,0,0,24,129,507,24,44,88,40,0,13,5,860,0,0,0,0,0,0,0,0,0,0
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51337,0,13,0,0,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,92,3,13,13,8,0,3,0,142,0,0,0,0,0,0,0,0,0,0,4,8,0,8,11,3,0,5,0,38,6,3,3,18,13,3,0,3,0,54,9,12,19,48,22,11,0,4,0,125,0,0,0,3,0,4,0,4,0,16,4,0,0,4,9,6,0,3,0,32,0,0,3,3,0,0,0,0,0,5,0,3,0,3,5,3,0,0,3,18,33,166,33,100,85,39,3,23,6,485,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,8,23,0,0,3,0,0,0,3,42,0,4,0,0,0,0,0,0,0,3,0,19,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,21,133,15,20,22,8,3,7,0,229,0,0,0,0,0,0,0,0,0,0
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SSC51340,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,36,0,0,4,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,14,3,0,4,5,3,3,0,0,0,21,4,0,11,16,4,5,0,3,0,41,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,12,61,14,26,22,14,0,7,0,153,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,15,51,0,3,6,3,0,0,0,80,0,0,0,0,0,0,0,0,0,0
SSC51341,3,13,0,3,0,0,0,0,0,22,0,3,0,0,0,0,0,0,0,3,11,87,0,14,26,8,0,3,0,143,0,0,0,0,0,0,0,0,0,0,0,9,0,3,9,4,0,0,0,26,5,9,4,20,9,8,0,3,0,65,7,3,17,34,31,12,0,8,0,118,3,0,0,3,0,0,3,0,0,13,0,0,0,4,3,3,0,0,0,9,0,4,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,13,32,139,24,90,83,36,4,19,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,4,3,6,0,0,3,0,47,0,0,0,0,0,0,0,0,0,0,4,13,0,7,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,7,20,126,9,15,27,13,11,3,0,226,0,0,0,0,0,0,0,0,0,0
SSC51342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,3,0,0,9,3,0,0,0,0,13,0,0,6,8,6,0,0,0,0,27,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,3,0,10,11,23,13,25,15,7,0,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,19,0,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
SSC51343,0,23,0,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,9,13,90,0,9,16,3,0,0,0,129,0,0,0,0,0,0,0,0,0,0,3,11,5,12,9,0,0,3,0,44,10,15,5,29,11,4,0,0,0,74,7,7,22,46,30,9,0,6,0,141,0,0,3,4,3,4,0,0,0,12,0,3,3,13,5,0,0,0,0,28,0,0,0,5,0,0,0,0,0,5,0,7,0,3,0,0,0,4,0,16,39,164,34,121,78,27,7,17,5,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,0,0,0,0,3,0,18,3,3,0,0,0,0,0,0,0,3,3,24,0,4,0,0,0,0,0,37,0,4,0,0,0,0,0,0,0,13,28,141,5,8,23,8,3,3,0,213,0,0,0,0,0,0,0,0,0,0
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,3,10,0,4,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,11,115,4,18,9,0,0,8,3,164,0,0,0,0,0,0,0,0,0,0,9,9,0,8,10,0,0,0,0,29,10,15,0,15,22,4,4,3,0,77,12,10,22,42,32,9,7,3,0,136,0,0,0,0,3,5,0,0,0,14,3,0,0,8,10,3,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,6,0,0,0,24,48,185,28,97,100,32,16,20,8,524,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,14,10,30,4,3,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,3,3,15,0,4,0,0,0,0,0,26,0,3,0,0,0,0,0,0,0,4,30,182,19,21,16,4,13,10,3,295,0,0,0,0,0,0,0,0,0,0
SSC51349,14,52,0,0,12,3,0,0,0,84,3,8,0,3,0,0,0,0,0,13,57,319,11,27,68,32,0,5,3,523,0,0,0,0,0,0,0,0,0,0,8,46,5,24,26,10,0,0,4,139,19,15,3,20,30,9,0,0,0,100,7,8,24,44,45,15,0,3,3,145,0,3,5,3,10,0,0,3,0,20,7,7,3,7,25,7,0,3,0,58,0,0,0,3,0,0,0,0,0,8,3,3,0,9,9,3,0,0,3,34,132,544,53,136,235,85,4,13,15,1214,0,6,0,0,0,0,0,0,0,10,8,47,0,0,0,0,0,0,0,53,63,101,3,5,13,4,0,0,4,194,6,5,0,0,0,0,0,0,0,20,21,71,0,0,15,4,0,0,0,118,5,14,0,9,0,0,0,0,0,26,186,572,29,45,95,45,10,12,15,995,0,0,0,0,0,0,0,0,0,3
