SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC51170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,0,5,4,9,0,37
SSC51171,0,0,0,0,0,4,3,8,0,13,0,0,0,0,0,3,3,5,3,24,27,17,15,26,32,61,83,178,9,442
SSC51172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,13
SSC51173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51174,3,10,0,3,12,7,0,5,0,44,3,4,3,3,9,9,3,4,7,46,28,125,82,105,161,114,74,92,25,811
SSC51175,0,3,0,7,7,3,0,4,0,21,0,4,4,8,3,4,5,6,5,39,20,45,40,48,48,63,33,63,8,351
SSC51176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,15
SSC51177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12,0,25
SSC51178,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,11,3,11,31,0,69
SSC51179,0,9,4,13,17,8,12,4,0,68,3,14,0,3,32,21,9,12,23,127,65,216,174,186,409,300,158,247,39,1797
SSC51180,3,5,9,6,24,13,6,15,0,91,3,6,6,13,23,18,5,8,12,95,68,182,279,241,549,440,209,272,42,2284
SSC51181,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,3,3,8,7,5,24,3,65
SSC51182,0,24,24,36,36,29,18,19,0,180,3,27,8,16,32,31,15,24,29,187,171,464,420,495,778,806,404,597,54,4199
SSC51183,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,7,9,9,8,11,10,17,0,74
SSC51184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,3,9,8,8,13,0,56
SSC51185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,12
SSC51186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,5,6,3,28
SSC51187,3,13,19,13,17,18,8,20,0,124,6,10,10,10,17,29,4,21,23,128,147,412,370,368,599,709,361,496,43,3501
SSC51188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,35,10,13,23,19,25,49,212,6,384
SSC51189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,10,0,18
SSC51190,0,3,0,0,0,0,0,3,0,15,0,3,0,0,0,0,0,0,3,9,62,60,28,47,28,81,94,287,13,698
SSC51191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,13,14,5,7,5,25,0,86
SSC51192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,15
SSC51193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51194,0,8,3,3,11,15,3,13,0,63,0,11,3,3,10,7,0,5,3,55,50,153,123,113,162,201,109,222,11,1158
SSC51195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,7
SSC51196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,5,8,0,25
SSC51197,0,0,0,0,0,0,0,0,3,11,0,3,0,0,0,3,0,0,0,8,23,44,26,40,44,39,31,44,10,289
SSC51198,4,15,10,18,23,29,7,15,0,119,0,14,7,11,43,30,7,10,19,163,108,359,343,311,716,540,278,370,40,3058
SSC51199,4,12,19,8,22,13,7,6,0,87,5,14,8,12,18,19,11,21,45,159,117,261,227,256,517,359,232,319,81,2361
SSC51200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,3,5,12,3,4,0,40
SSC51201,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,9,11,3,10,0,4,0,47
SSC51202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,3,16,0,25
SSC51203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,0,29
SSC51204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,20
SSC51206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,3,4,0,54,3,82
SSC51207,0,14,11,11,26,24,11,16,0,107,4,9,7,11,14,26,3,17,11,89,80,232,190,232,465,435,214,282,30,2159
SSC51208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4
SSC51210,3,3,0,0,4,7,12,14,0,50,3,4,3,6,10,4,4,17,12,64,42,70,61,88,146,169,130,335,18,1063
SSC51211,0,4,3,3,3,3,0,3,0,23,3,0,5,0,0,0,0,4,5,23,15,52,54,46,58,78,33,80,12,426
SSC51212,0,3,0,0,0,0,0,3,0,9,0,5,0,0,6,0,0,3,14,27,31,67,47,47,62,62,24,73,16,424
SSC51213,0,6,3,0,0,0,3,4,0,17,3,9,6,3,0,9,3,5,3,30,15,142,78,78,49,112,52,152,12,697
SSC51214,0,4,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,12,11,39,8,43,37,28,22,43,0,230
SSC51215,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,8,9,13,11,28,19,60,0,152
SSC51216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,3,0,8,0,28
SSC51217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,3,0,17
SSC51218,3,18,25,15,49,26,25,35,0,192,8,25,37,23,34,70,18,41,34,301,235,491,668,498,1116,1332,716,1167,77,6291
SSC51219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51220,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,11,5,16,4,24,0,89
SSC51221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6
SSC51222,7,13,16,11,41,36,17,22,3,178,3,5,8,10,42,47,21,27,24,194,203,409,378,434,1094,1099,493,701,59,4881
SSC51223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,6,0,9,0,31
SSC51224,0,3,5,4,13,10,9,20,0,63,0,0,3,0,5,10,4,5,7,36,48,99,74,87,200,208,170,353,17,1256
SSC51225,0,0,5,3,0,4,0,4,0,11,0,0,0,3,0,0,0,7,0,16,9,32,31,46,21,37,26,66,3,278
SSC51226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,9,4,7,3,0,28
SSC51227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,9,0,3,5,12,0,46
SSC51228,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,4,6,12,4,11,4,22,0,75
SSC51229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,13,0,31
SSC51230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,16
SSC51231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,4,3,3,9,0,27,3,53
SSC51232,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,3,3,15,6,40,33,23,20,34,18,41,9,225
SSC51233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,7,3,13,12,63,7,131
SSC51234,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,7,8,0,6,3,8,0,42
SSC51235,3,10,4,9,8,11,6,10,0,66,3,10,6,4,8,6,3,10,12,73,69,219,196,202,294,217,142,299,30,1668
SSC51236,0,3,0,3,3,3,3,0,0,19,0,3,3,3,3,7,7,0,0,24,25,52,48,60,65,63,54,80,10,449
SSC51237,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,9,0,19
SSC51238,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,16,4,11,0,48
SSC51239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,10,5,37,3,74
SSC51240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,10,5,23,0,54
SSC51241,0,3,0,0,13,0,0,4,0,23,0,0,0,0,0,0,0,0,0,4,13,9,3,0,29,3,12,101,3,168
SSC51242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,16,3,8,15,29,14,39,3,136
SSC51244,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,3,5,4,10,6,24,0,60
SSC51245,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,8,24,26,16,14,26,12,25,4,144
SSC51246,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,10,5,5,9,10,0,4,0,48
SSC51247,0,3,0,3,4,0,0,3,0,18,0,0,0,3,3,4,3,4,4,19,19,76,47,63,66,57,42,104,11,494
SSC51248,3,0,0,5,12,3,11,35,0,79,9,11,9,4,4,3,8,32,16,89,145,125,107,144,236,281,304,953,41,2336
SSC51249,3,29,15,13,49,25,21,35,0,201,20,19,23,19,43,49,17,55,33,277,265,719,586,621,1102,1005,594,1027,106,6026
SSC51250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,9,4,8,12,0,6,0,56
SSC51252,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,8,5,4,3,10,3,9,11,0,53
SSC51253,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,32,8,19,3,16,4,17,3,106
SSC51254,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
SSC51256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC51257,0,0,3,0,0,3,0,0,0,6,0,0,3,0,0,3,0,3,4,14,8,19,27,21,22,23,16,47,12,198
SSC51258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,0,12,0,30
SSC51259,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,16,25,28,27,20,17,11,30,3,177
SSC51260,3,12,15,16,33,28,7,8,0,122,4,16,14,12,28,30,12,13,26,155,99,344,377,355,748,597,227,335,61,3145
SSC51261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,8,3,16,0,41
SSC51262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,11
SSC51263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,9,4,20
SSC51264,0,7,4,4,0,0,0,3,0,20,0,9,0,4,3,4,0,3,7,27,42,99,75,94,73,98,53,93,11,651
SSC51265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,26
SSC51266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,6,12,4,9,3,13,3,15,0,58
SSC51267,3,14,12,24,23,26,19,19,0,148,8,17,22,9,18,43,6,22,28,178,168,596,443,553,637,797,338,652,62,4250
SSC51268,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,9,3,10,7,10,6,33,3,78
SSC51269,3,10,0,4,3,3,0,3,0,24,0,5,4,3,3,0,0,3,6,28,38,80,55,63,100,65,40,72,14,531
SSC51270,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,4,6,28,10,21,26,34,33,93,6,257
SSC51271,0,4,0,0,5,3,6,8,0,28,0,0,3,3,5,4,0,6,6,27,35,97,77,98,125,91,70,150,17,766
SSC51272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,20,0,26
SSC51273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,4,0,17
SSC51274,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,10,3,6,0,30
SSC51275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,10,0,16
SSC51276,0,6,13,10,22,21,11,8,0,79,3,12,5,6,12,24,4,8,24,100,79,194,201,225,477,433,207,336,50,2205
SSC51277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,7,7,3,7,3,5,0,43
SSC51278,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,12,17,13,15,3,15,6,21,4,106
SSC51279,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,3,3,8,3,24
SSC51280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,15
SSC51282,0,0,0,0,6,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,8,18,11,12,19,15,10,22,3,112
SSC51283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51285,3,10,8,14,10,18,9,10,0,87,8,9,3,4,12,7,7,12,25,87,93,214,196,212,389,329,187,258,56,1933
SSC51286,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,5,5,0,7,4,3,12,0,16,4,51
SSC51287,0,20,18,14,15,11,5,12,3,100,3,18,6,10,18,26,8,14,20,120,73,380,288,274,487,468,204,272,45,2501
SSC51288,3,31,18,21,52,38,21,28,0,211,6,30,27,17,33,37,7,18,41,211,180,472,521,538,1012,1060,500,778,81,5146
SSC51289,0,3,0,3,0,3,3,0,0,11,3,0,0,3,0,0,0,0,0,8,27,49,27,39,47,44,38,43,3,323
SSC51290,8,37,27,28,35,42,14,24,0,225,16,28,16,17,56,52,27,32,46,295,257,664,561,622,1037,992,554,910,106,5707
SSC51291,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,9,83,5,111
SSC51292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,6,14,0,34
SSC51294,3,3,4,3,5,5,0,0,0,17,0,3,0,4,7,3,0,3,6,18,6,19,16,26,25,26,11,31,11,174
SSC51295,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,0,6,3,11,5,20,10,21,40,36,24,60,9,220
SSC51296,0,0,3,0,8,0,0,3,0,15,0,5,0,0,3,3,0,5,3,28,20,55,38,44,54,72,59,75,9,428
SSC51297,3,21,12,9,27,23,12,24,0,140,4,16,11,11,28,34,13,28,21,169,121,493,383,364,509,594,258,568,46,3339
SSC51298,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,21,16,14,12,16,3,14,4,113
SSC51299,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,16,9,13,6,7,9,27,0,90
SSC51300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC51301,0,11,8,0,10,3,0,3,0,30,0,5,7,7,4,5,11,11,4,63,38,271,176,147,183,212,101,203,13,1355
SSC51302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,3,3,6,3,12,93,0,131
SSC51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,27,8,9,15,0,85
SSC51304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,6,0,13,0,46
SSC51305,0,3,3,4,0,3,0,3,0,14,0,0,0,0,3,0,0,0,0,6,5,11,13,15,18,21,7,16,0,102
SSC51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,3,13,0,22
SSC51307,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,4,3,3,0,9,0,33
SSC51308,3,18,15,11,22,12,6,14,0,103,12,13,9,11,15,30,13,11,22,138,152,353,293,361,564,481,307,474,50,3041
SSC51309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,12,8,12,6,6,0,33,3,91
SSC51310,0,9,4,0,7,3,4,8,0,25,0,8,10,5,0,13,0,7,10,67,40,180,148,108,145,206,99,200,21,1141
SSC51311,0,4,0,3,0,4,0,4,0,19,3,0,4,3,12,11,8,7,3,49,46,141,111,97,155,162,73,122,15,936
SSC51312,0,0,3,0,7,3,0,0,0,12,0,3,0,0,0,0,0,3,5,18,16,61,32,42,79,83,30,81,5,425
SSC51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC51315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,15,0,40
SSC51316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,5,4,15,0,39
SSC51317,0,9,0,0,0,5,0,3,0,18,3,3,0,3,4,7,4,6,12,39,19,56,51,59,77,91,33,73,17,473
SSC51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,16,16,26,0,70
SSC51319,13,41,39,49,54,71,32,48,0,333,13,34,25,26,52,82,31,62,42,363,311,882,819,852,1448,1900,1017,1651,102,8991
SSC51320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51321,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,3,0,3,0,12,11,42,30,27,15,32,11,38,4,207
SSC51322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,11,3,29
SSC51323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,11
SSC51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,18,0,34
SSC51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,3,3,0,3,0,26
SSC51326,3,39,14,21,21,41,14,25,0,182,7,27,13,10,29,55,15,53,41,250,258,712,537,569,914,1118,548,1127,75,5860
SSC51327,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,18,5,10,16,9,8,14,0,91
SSC51328,0,6,7,3,3,10,4,13,0,46,0,0,6,0,7,5,3,13,0,46,49,100,105,113,152,179,90,213,5,1017
SSC51329,3,31,25,17,58,51,28,39,4,253,11,21,12,18,57,37,9,35,43,254,168,538,419,512,1023,752,490,661,93,4647
SSC51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,3,3,3,17,0,44
SSC51331,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,4,15,12,40,34,43,20,53,17,44,6,268
SSC51332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51334,3,10,11,10,8,8,8,12,0,69,0,10,8,13,8,23,7,5,8,73,79,342,243,240,322,390,193,297,30,2134
SSC51335,0,11,4,11,5,3,5,5,0,37,3,10,7,6,3,13,7,15,8,79,70,313,227,246,263,394,214,386,20,2138
SSC51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51337,0,10,9,9,5,9,3,14,0,59,0,11,3,9,13,8,4,13,10,77,72,201,162,183,255,261,170,278,32,1615
SSC51338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51339,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,7,6,4,9,6,0,3,0,42
SSC51340,0,5,4,3,5,3,0,0,0,19,0,3,3,0,0,0,0,7,3,22,27,81,54,55,76,78,39,95,10,519
SSC51341,3,3,6,3,20,11,9,9,3,77,0,4,0,0,8,15,3,12,8,63,49,121,120,118,297,278,141,220,38,1384
SSC51342,0,3,6,0,5,3,0,3,0,27,0,0,0,3,6,7,0,5,7,22,18,52,30,48,61,57,32,79,13,391
SSC51343,0,5,6,8,20,16,7,11,3,70,0,12,3,3,3,15,3,12,7,57,71,235,152,169,286,287,161,340,23,1713
SSC51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,0,8,0,30
SSC51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51348,4,13,13,15,8,22,9,40,0,126,0,8,3,3,4,7,9,20,23,76,67,189,128,188,265,336,245,700,51,2170
SSC51349,3,20,9,12,15,13,4,17,0,101,3,20,16,12,20,32,8,27,24,162,123,579,449,380,418,668,335,617,57,3618
SSC51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC51351,0,0,0,3,4,3,8,15,0,35,0,0,0,4,0,0,0,7,9,21,22,42,40,50,65,73,57,175,12,541
SSC51352,7,27,19,23,31,27,19,23,6,179,4,21,14,12,20,27,10,21,23,154,169,483,369,481,630,603,387,606,52,3781
SSC51353,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,0,10
SSC51354,0,0,0,0,0,0,0,3,0,7,0,3,0,0,0,3,3,0,0,11,26,31,24,44,83,74,50,64,5,402
SSC51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,13
SSC51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,4,4,9,0,15
SSC51357,3,5,4,7,9,3,5,3,0,39,4,16,6,5,6,7,7,12,10,69,57,252,182,201,223,246,123,266,25,1560
SSC51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SSC51359,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,8,8,3,8,12,0,11,0,41
SSC51360,3,8,5,3,17,25,8,19,0,95,8,6,3,10,12,13,7,20,12,78,86,148,166,149,307,297,189,340,29,1711
SSC51361,5,15,10,10,28,18,17,72,8,180,9,16,4,10,19,20,17,46,48,190,235,292,228,310,598,565,498,1517,115,4357
SSC51362,0,6,7,5,21,21,12,31,3,108,4,4,3,4,7,16,7,25,20,93,93,180,142,212,321,329,281,608,63,2229
SSC51363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,0,12
SSC51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,4,7,27,0,46
SSC51365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9
SSC51366,0,16,10,9,24,22,18,15,0,112,4,10,8,10,36,34,5,25,34,165,93,310,274,299,647,574,265,363,56,2889
SSC51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,3,22
SSC51368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,12
SSC51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,10,0,15
SSC51370,3,29,15,21,37,34,18,24,3,189,9,38,29,23,30,56,24,44,33,286,204,789,617,601,996,1226,587,1169,81,6282
SSC51371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,6,19,3,10,14,18,5,44,3,110
SSC51372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,4,18,0,36
SSC51373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,5,3,11,3,16,0,46
SSC51375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,21
