SSC_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
SSC51531,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,11,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0
SSC51532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51533,67,14,0,0,80,0,0,0,88,0,0,90,158,21,3,3,186,8,0,8,195,0,0,199,32,0,0,0,33,0,0,0,31,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,263,37,8,3,303,14,0,14,316,3,0,321,6,0,0,0,6,0,0,0,6,0,0,11,3,0,0,0,5,3,0,3,4,0,0,4,9,0,0,0,13,3,0,3,14,0,0,15,272,36,5,5,320,12,0,12,333,5,0,337,151,5,0,7,161,7,0,7,174,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,422,44,5,14,483,17,0,17,499,6,0,507,85,11,0,0,103,3,0,8,105,5,0,107,162,11,5,3,179,4,0,5,189,0,0,189,6,0,3,0,9,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,251,21,9,5,287,7,4,15
SSC51534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,3,0,3,8,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,0,3
SSC51535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51536,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0
SSC51537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51538,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0
SSC51539,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
SSC51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC51541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51542,112,8,3,3,128,3,3,5,130,0,0,130,170,19,0,0,188,3,0,3,192,3,0,199,44,6,5,3,53,0,0,0,50,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,328,27,11,7,368,9,3,13,379,7,0,385,5,0,0,0,5,0,0,0,5,0,0,6,29,0,0,0,35,3,0,3,37,0,0,37,35,0,0,0,36,3,0,3,43,0,0,42,365,29,11,7,408,16,3,14,417,10,0,433,235,27,6,11,282,6,0,6,293,14,0,305,0,0,0,0,0,0,0,0,0,0,8,10,600,56,18,17,691,25,3,22,711,18,12,741,106,12,3,3,121,3,0,9,131,4,0,137,104,19,0,3,127,3,0,3,129,4,0,131,3,0,4,3,10,0,0,0,10,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,217,29,10,8,263,10,0,8
SSC51543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
SSC51544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51546,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51548,63,9,0,0,68,9,0,9,75,5,0,83,205,25,3,0,235,0,0,4,234,0,0,234,50,4,0,0,49,0,0,0,49,4,0,57,3,0,0,0,5,0,0,0,5,0,0,3,316,40,3,0,355,7,0,10,364,10,0,374,4,0,0,0,4,0,0,0,4,0,0,4,17,0,0,0,16,0,0,0,16,0,0,17,15,0,0,0,21,0,0,0,21,0,0,17,333,40,3,0,374,7,0,10,384,10,0,400,185,14,4,0,204,14,7,14,226,9,0,229,0,0,0,0,0,0,0,0,0,0,0,3,518,56,8,0,586,17,8,24,613,14,3,631,109,26,4,0,143,4,0,4,142,12,0,154,247,45,4,4,292,4,0,4,297,5,0,299,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,356,70,8,3,439,9,0,9
SSC51549,36,11,3,0,45,0,0,0,45,3,0,54,101,11,0,0,113,0,0,0,115,3,0,120,21,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,160,21,3,0,179,0,0,0,183,8,0,192,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,167,21,3,0,185,0,0,0,190,8,0,197,80,3,5,0,93,3,0,3,92,6,0,97,0,0,0,0,0,0,0,0,0,0,0,0,246,26,10,0,278,7,0,7,283,11,0,299,68,6,0,0,79,0,0,0,79,9,0,86,161,17,4,0,176,7,0,7,182,0,0,181,8,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,235,23,4,3,257,9,0,6
SSC51550,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,3,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC51551,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,31,0,0,0,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,33,0,0,0,33,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,29,4,0,0,34,0,0,0,34,0,0,34,14,0,0,0,15,0,0,0,15,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,3,46,0,0,0,46,0,0,52,8,0,0,0,5,0,0,0,5,0,0,5,37,5,0,0,40,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,0,0,45,0,0,0
SSC51552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51553,11,7,0,0,15,0,0,0,15,4,0,22,79,14,3,0,96,3,0,3,100,0,0,103,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,102,16,3,0,124,3,0,3,128,3,0,136,0,0,0,0,0,4,0,4,4,0,0,3,0,0,0,0,4,0,0,0,4,0,0,7,0,0,0,0,4,4,0,4,5,3,0,11,108,18,3,0,125,5,0,5,131,10,0,140,94,17,8,6,130,6,3,12,140,8,0,146,0,0,0,0,0,0,0,0,0,0,0,3,207,35,7,8,260,15,3,16,276,18,0,294,55,10,0,0,65,0,0,0,62,0,0,68,137,24,10,0,168,3,4,9,171,3,0,174,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,202,26,10,0,234,3,4,9
SSC51554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC51555,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
