SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC50011,4,105,5,43,9,8,0,4,0,178,9,77,6,40,15,3,0,4,0,148,32,35,8,24,91,31,4,13,0,238,16,27,0,92,40,8,0,6,0,195,6,7,0,7,7,6,0,3,0,41,14,6,37,26,29,20,0,10,0,140,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,7,0,12,4,6,0,0,3,39,95,289,69,249,216,93,13,48,4,1076,3,20,5,6,9,4,3,4,0,59,4,41,9,3,4,4,0,0,0,73,39,51,235,17,18,14,38,31,0,450,14,8,170,6,8,0,9,35,5,261,0,4,9,3,3,0,5,10,0,35,10,128,10,52,7,8,3,7,0,232,8,90,8,44,19,4,0,5,0,175,64,63,16,43,114,43,17,21,0,386,29,42,6,126,46,13,3,7,3,275,6,16,5,8,11,12,3,3,0,68
SSC50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50013,0,8,0,0,0,0,0,0,0,12,3,15,0,4,0,0,0,0,0,26,4,0,0,0,7,4,0,0,0,11,0,3,0,8,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,22,8,16,18,6,0,9,0,92,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,0,3,4,6,3,0,73,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,8,5,0,0,0,0,0,0,13,3,14,0,4,0,0,0,0,0,31,3,0,3,0,5,5,0,0,0,22,0,3,0,8,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3
SSC50014,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50016,5,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,5,0,0,0,11,4,0,0,0,23,3,3,0,8,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,9,13,15,6,0,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,8,7,0,34,0,0,6,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,7,5,4,0,8,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,7,9,0,0,0,11,3,0,0,0,30,5,3,0,7,0,0,0,3,0,24,0,0,0,0,0,0,0,0,0,3
SSC50017,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50019,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,15,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,3,0,28,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC50020,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50022,11,168,0,32,20,7,0,0,0,234,13,79,0,12,14,5,0,0,0,135,52,90,9,23,119,36,3,3,4,336,30,79,3,23,42,6,0,6,0,185,4,29,3,0,4,8,0,4,0,51,8,0,11,12,6,4,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,3,0,3,0,0,3,0,11,151,518,34,109,231,73,4,17,15,1148,33,73,13,4,15,7,0,4,0,147,15,35,8,0,7,0,0,3,3,66,120,133,82,5,16,18,7,10,13,403,37,19,31,0,13,5,3,4,0,119,0,8,3,0,0,0,0,0,3,23,18,298,5,31,23,14,0,0,3,394,23,95,0,18,19,3,0,0,0,166,185,218,19,25,152,75,10,15,16,709,54,134,4,27,44,7,3,7,3,297,8,43,4,7,6,6,0,4,0,75
SSC50023,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50024,5,122,5,13,15,3,0,0,0,168,7,64,0,13,7,0,0,0,0,93,34,66,3,11,62,17,0,3,0,197,9,46,3,27,25,7,0,0,0,118,0,14,0,4,5,5,0,0,0,31,4,4,5,6,8,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,11,0,3,0,0,0,3,0,0,4,12,79,337,30,88,139,50,0,10,6,741,18,37,3,0,6,4,0,0,0,71,6,25,0,4,3,0,0,4,0,45,47,87,52,4,15,10,7,13,0,232,18,13,18,3,3,6,4,3,0,77,6,3,3,3,4,0,0,0,0,16,8,173,13,22,15,6,4,3,0,239,9,69,3,15,9,0,0,0,0,115,105,130,9,21,83,36,9,9,5,395,19,78,10,38,33,10,3,3,0,190,6,13,7,5,9,6,0,3,0,48
SSC50025,4,16,0,3,0,3,0,0,0,26,0,12,0,4,0,0,0,0,0,14,0,0,0,0,3,3,0,0,0,10,3,3,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,9,40,3,10,11,9,0,3,0,87,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,21,0,3,0,7,0,0,42,3,0,3,0,0,0,3,0,0,11,0,0,0,0,3,0,0,0,0,12,4,19,0,5,0,3,0,0,0,32,0,19,0,4,0,0,0,0,0,24,4,3,3,0,7,3,0,0,0,15,3,3,0,9,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3
SSC50026,10,94,10,68,15,17,3,9,0,226,6,54,0,57,7,8,0,7,0,140,19,20,9,26,128,47,3,16,0,280,17,37,7,138,32,13,0,8,0,257,0,17,3,15,6,5,0,0,0,45,3,6,29,9,22,23,3,10,0,105,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,15,3,3,3,19,4,5,5,14,8,64,66,242,85,346,232,145,26,85,14,1236,7,17,14,3,3,3,3,5,0,60,9,21,17,8,11,5,10,7,3,81,31,37,274,24,15,23,90,67,5,561,3,7,88,6,4,9,22,22,3,158,7,3,18,10,6,3,8,15,0,65,17,117,14,84,19,17,9,11,0,276,14,75,3,64,9,8,3,6,0,182,47,42,24,42,151,55,37,34,8,440,29,56,11,165,43,20,15,14,3,356,9,23,8,18,10,7,3,0,0,78
SSC50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50029,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50030,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50031,3,49,3,10,8,3,0,0,0,73,10,39,0,12,0,0,0,0,0,63,32,34,4,3,41,10,0,0,3,130,7,16,3,9,8,3,0,3,0,48,0,7,3,0,4,0,0,0,0,17,3,0,4,3,15,3,0,8,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,4,3,3,0,0,0,13,62,155,20,46,90,26,6,20,5,426,0,18,4,0,0,0,0,0,0,27,9,18,9,0,0,0,0,4,0,36,21,25,68,4,14,5,11,4,3,160,10,4,23,0,4,4,0,3,0,54,4,3,4,0,3,0,0,4,0,23,6,60,6,9,8,3,0,3,5,97,12,45,3,9,0,0,3,0,0,79,70,59,3,9,53,20,3,6,4,228,10,23,7,19,8,5,3,5,0,82,3,7,5,0,3,3,3,3,0,31
SSC50032,4,38,3,20,3,0,0,0,0,66,3,29,0,10,11,0,0,0,0,55,12,19,3,9,37,7,3,4,0,99,3,9,0,23,16,8,0,0,0,58,0,8,0,0,0,0,0,0,0,8,0,0,7,8,9,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,3,0,0,3,0,0,3,12,34,112,18,67,81,31,5,8,5,353,3,5,0,3,0,0,4,0,0,12,7,16,3,0,3,0,5,0,0,36,17,23,75,3,4,3,12,14,0,146,5,0,43,0,0,0,0,8,0,61,3,0,9,0,0,0,4,3,0,17,4,53,3,19,3,0,0,3,0,90,3,34,0,13,11,0,3,0,0,64,27,44,4,16,50,12,9,12,3,161,9,15,6,27,18,8,5,0,0,85,0,7,3,0,0,0,0,0,0,17
SSC50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50034,3,23,0,4,0,4,0,0,0,29,0,16,0,0,5,0,0,0,0,19,8,10,3,3,10,3,0,0,0,41,3,11,4,17,4,0,0,0,0,40,0,3,3,0,3,0,0,0,0,12,0,0,3,3,5,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,17,71,16,33,37,10,3,7,0,184,0,15,0,0,3,5,0,0,0,23,3,11,0,0,0,0,0,0,0,12,5,15,40,0,0,0,6,6,3,81,0,0,8,3,0,0,3,0,0,17,3,0,3,0,3,0,0,0,0,13,3,22,3,5,0,4,3,0,0,45,0,18,0,0,5,0,0,0,0,26,13,17,3,3,16,7,0,0,0,70,3,9,4,21,5,3,0,0,0,52,0,7,3,0,0,0,0,0,0,17
SSC50035,13,149,8,28,21,3,0,3,0,232,17,108,0,18,12,4,0,3,0,169,54,64,4,17,98,29,0,3,0,272,11,48,3,21,21,6,0,7,0,126,7,20,3,3,3,13,0,0,0,55,6,0,12,8,13,6,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,20,0,0,0,0,3,0,0,0,4,10,126,448,43,109,201,74,0,17,14,1037,19,53,6,0,8,8,0,6,0,103,13,18,9,3,4,4,0,0,0,46,118,94,80,11,15,18,6,13,4,355,43,14,56,3,9,0,4,10,3,140,16,3,6,3,7,3,0,9,0,46,22,222,6,29,21,3,0,3,0,316,26,138,0,25,16,9,0,3,3,217,164,169,6,26,121,62,5,7,8,566,21,79,3,36,30,10,3,3,3,199,10,28,12,5,4,17,0,3,0,87
SSC50036,9,159,8,37,20,7,3,3,3,249,8,120,0,59,17,11,0,0,0,226,47,85,8,26,175,42,4,7,0,394,16,59,4,71,43,8,5,8,0,221,5,20,0,12,6,10,0,0,0,54,13,4,28,21,21,26,0,8,0,122,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,10,3,4,4,4,6,0,0,4,7,31,117,517,83,239,313,114,17,42,12,1449,18,57,12,7,8,3,0,3,0,109,26,52,11,3,7,4,3,3,0,119,74,134,307,10,28,13,51,31,7,660,33,20,116,7,14,3,10,17,3,214,15,11,13,5,9,0,0,6,0,52,14,225,16,49,18,8,9,7,4,351,17,155,4,68,19,11,0,10,0,279,121,160,29,27,209,53,16,18,8,642,37,91,10,97,52,13,9,10,3,324,8,28,10,15,11,13,4,6,0,90
